PassengerId,Survived_pred,Probability
892,0,0.0980051621653048
893,0,0.39351644552377046
894,0,0.12327271874702203
895,0,0.1136582068458687
896,1,0.5199713846152434
897,0,0.10806599616981138
898,1,0.6775303977862446
899,0,0.21054601814946822
900,1,0.7070789801752889
901,0,0.0838193261476933
902,0,0.09913701842930445
903,0,0.20230956883388032
904,1,0.9452836406770883
905,0,0.14477514905341354
906,1,0.9542983807700567
907,1,0.9256615026877197
908,0,0.10423266818631843
909,0,0.15478677012541636
910,0,0.42371680802501016
911,1,0.6144230326943526
912,0,0.46873589991372117
913,0,0.2620477301644861
914,1,0.9407034137033508
915,0,0.37487092653593307
916,1,0.8689890427883152
917,0,0.12009243117073129
918,1,0.97404656985701
919,0,0.15365123898988522
920,0,0.3475237027560022
921,0,0.16667584020739956
922,0,0.13207368981601067
923,0,0.17615502642131753
924,0,0.48052006415493936
925,0,0.41992736406010395
926,1,0.5348502049782398
927,0,0.17265477079102912
928,0,0.43868704531252994
929,0,0.4420757222685281
930,0,0.11027659951992513
931,0,0.39136869864787294
932,0,0.263174591215887
933,0,0.3276411725938641
934,0,0.10608091357723942
935,1,0.8901554123673957
936,1,0.9504637943038914
937,0,0.10376963077097376
938,0,0.38504601449838527
939,0,0.06621119037430116
940,1,0.9278110566551807
941,1,0.5108895928732801
942,0,0.3933315162439343
943,0,0.1610182370843006
944,1,0.8549459992968177
945,1,0.7780291015685897
946,0,0.18153399078032004
947,0,0.10601510037018896
948,0,0.10344568094200678
949,0,0.09379028987442288
950,0,0.11326100792478254
951,1,0.9712918735174473
952,0,0.09877923843245195
953,0,0.12121614415191828
954,0,0.09485564882157364
955,1,0.7470711033063613
956,1,0.5096374083644182
957,1,0.885177473416747
958,1,0.7035899880208715
959,0,0.3091069007257872
960,0,0.36539524999303374
961,1,0.6383837076966726
962,1,0.7470711033063613
963,0,0.09877923843245195
964,0,0.44508334862029864
965,0,0.35182629283079286
966,1,0.9712918735174473
967,0,0.3845778065704969
968,0,0.10160989652675763
969,1,0.8724946853198106
970,0,0.11321422702704942
971,1,0.7470711033063613
972,1,0.5965659559411125
973,0,0.2461212754708675
974,0,0.20230956883388032
975,0,0.09913701842930445
976,0,0.08494772850694575
977,0,0.19998010587239265
978,1,0.7561458902720879
979,0,0.4373078008661694
980,1,0.759182442504797
981,1,0.7479020831440879
982,1,0.5076681016089796
983,0,0.09924569180532206
984,1,0.8739421415102901
985,0,0.10160989652675763
986,0,0.30524969722237566
987,0,0.10151590851767642
988,1,0.9002453766441707
989,0,0.10902077729418856
990,0,0.4950580968468376
991,0,0.10650679433357763
992,1,0.9772476071556179
993,0,0.12422356811234737
994,0,0.06621119037430116
995,0,0.1007010609701731
996,1,0.6531766706023585
997,0,0.11659961111389515
998,0,0.07345192075183177
999,0,0.06621119037430116
1000,0,0.10160989652675763
1001,0,0.10650092089486478
1002,0,0.16492115043122513
1003,1,0.7544792236054212
1004,1,0.9360468311292306
1005,1,0.6777615738359828
1006,1,0.8931048630554718
1007,0,0.2009350530371745
1008,0,0.13152647990743835
1009,1,0.589843916793872
1010,0,0.4259875142879046
1011,1,0.9088356002153986
1012,1,0.9018368106207193
1013,0,0.07408652191650164
1014,1,0.977282739322155
1015,0,0.09233492070957183
1016,0,0.06621119037430116
1017,1,0.5309482150073398
1018,0,0.09856722822044174
1019,1,0.7447705386315546
1020,0,0.12156378186719935
1021,0,0.1012172143251916
1022,0,0.11034495745090954
1023,0,0.3309286912909684
1024,0,0.21161153684482886
